"strains","samplesize","R","t0","n","G","longfilename","avgLS","stdLS","CV","GompGFlex","GompRFlex","GompLogLikFlex","GompAICFlex","WeibShapeFlex","WeibRateFlex","WeibLogLikFlex","WeibAICFlex","BinomialAIC","BestModel"
"101S",85,0.00150636447564437,25.0450557023194,6.01833452949748,0.200372264655524,"rls/101S.csv",32.1647058823529,6.14283760012526,0.190980686177998,0.199553030816246,0.000186677918477312,-269.2,542,6.5125014650792,34.5184676297411,-270.7,545,588.024033441429,"Gomp"
"M1-2",54,0.004539300105248,38.9169148430193,6.03743732255124,0.129440818802594,"rls/M1-2.csv",28.8333333333333,9.11302199115753,0.316058566167313,0.128462979872837,0.00189676813091578,-192.4,389,3.74280580249471,31.9112210349793,-195.2,394,401.669884038579,"Gomp"
"M13",70,0.00306740668220197,43.4371459780513,7.65927541010935,0.153308309286118,"rls/M13.csv",27.0857142857143,10.0141101280301,0.369719255781701,0.114617775312018,0.00320288857972914,-254.7,513,2.7006933301272,29.7217262025551,-269.8,544,518.750661598538,"Gomp"
"M14",60,0.00298948971240522,62.3614918967659,7.40256693250993,0.102668597844144,"rls/M14.csv",35.9833333333333,13.7267420143195,0.381474998082061,0.0800655295931074,0.00284978516080576,-238.8,482,3.01189333526992,40.3821179356423,-241,486,485.815211575685,"Gomp"
"M2-8",105,0.00283201485869998,39.9653985632674,7.9025788136828,0.172713874046712,"rls/M2-8.csv",25.7142857142857,7.91507117140153,0.307808323332282,0.123950361420326,0.00331341492964502,-369.9,744,3.63284385974587,28.5283399574795,-365.4,735,743.302181762916,"Binom"
"M22",60,0.00398197730965456,43.1455713295525,6.03295907484016,0.116650653120285,"rls/M22.csv",32.2666666666667,9.86668193616165,0.305785597195092,0.115875149657194,0.00164918349820565,-220.1,444,3.87727065279628,35.7855418663742,-220.7,445,457.772867069326,"Gomp"
"M32",60,0.00220278567341201,37.3463620281206,7.65842901286001,0.178288557473052,"rls/M32.csv",27.9,6.62225318816304,0.23735674509545,0.133343176470886,0.00209353178633483,-206.9,418,4.36572938667202,30.5395893362864,-200.2,404,418.551758182003,"Gomp"
"M34",58,0.0029640931555468,37.7734766179977,7.39249628077222,0.169232404669006,"rls/M34.csv",25.8275862068966,9.65026666486291,0.373641833486014,0.131775749688498,0.00256917450006281,-206.5,417,3.07766184547232,28.775852021279,-214.5,433,424.464159155802,"Gomp"
"M5",166,0.00295773574924054,68.5186448451182,7.9693090389039,0.101714052498521,"rls/M5.csv",36.421686746988,11.8471277500296,0.325276746031245,0.0726834930861763,0.00364670830129517,-658.5,1321,3.35987008078301,40.5338377364712,-645.2,1294,1313.34376218855,"Binom"
"M8",60,0.00193511272855349,35.1403233332059,6.85260273844114,0.166549484560682,"rls/M8.csv",32.5333333333333,7.94998489853947,0.244364289914123,0.141560966758963,0.000833773667755362,-209,422,4.81375818903832,35.5795291197594,-208.1,420,434.312973395948,"Gomp"
"RM112N",59,0.00227143959680568,50.8091032728295,6.0214097967103,0.0988289395651573,"rls/RM112N.csv",44.0169491525424,12.8405225017543,0.291717684868505,0.0984020616466996,0.000742102897645752,-228.6,461,4.21472891143344,48.4691141429081,-232.6,469,479.008884296446,"Gomp"
"S288c",41,0.00326313923134638,45.6804785826654,7.85560467727796,0.150077339160792,"rls/S288c.csv",26.6829268292683,9.72224003095543,0.364361829313686,0.109080506345804,0.00384158260303562,-149.7,303,3.09987571839673,29.7514146455243,-151.4,307,305.743961771179,"Gomp"
"SGU57",58,0.00524614375222855,51.1074069017314,7.73881857907449,0.131856006547775,"rls/SGU57.csv",24.051724137931,10.5538259692508,0.438797065388204,0.0975756065228147,0.00638929266299066,-215,434,2.49252788089438,27.0607266081677,-218.6,441,437.452624975292,"Gomp"
"YPS128",69,0.00200264148562003,45.0280452647015,7.30680927953599,0.140064025485913,"rls/YPS128.csv",34.8115942028985,10.0018753569736,0.287314487773181,0.110560574306744,0.00142735668609872,-255.5,515,4.07322940012517,38.4088678114801,-255.4,515,521.812291927058,"Gomp"
"YPS163",130,0.00271652351895411,36.5167586705132,6.02765088958939,0.137680645069113,"rls/YPS163.csv",34.0307692307692,8.96499520014265,0.263437924054825,0.136877072098364,0.000746228885577946,-460.5,925,4.64741057452837,37.2843860322233,-465.4,935,965.897209371784,"Gomp"
