rls
36
27
24
46
42
59
43
19
24
31
51
46
54
17
7
54
41
55
57
43
38
31
44
21
43
47
29
26
26
5
14
13
11
15
23
15
11
7
31
3
32
35
23
15
20
55
35
83
19
25
8
14
53
41
28
22
33
42
30
30
28
20
26
50
30
27
24
36
35
51
34
23
38
30
45
21
32
30
39
18
30
9
23
40
21
25
23
24
31
39
17
56
55
28
27
63
26
37
24
25
31
63
51
36
68
54
31
33
28
24
19
29
41
45
52
64
28
35
23
42
19
17
41
61
22
56
54
58
45
65
66
64
63
49
60
22
42
57
69
32
35
51
48
41
46
38
31
11
46
35
20
23
34
52
30
33
35
18
14
46
48
48
51
54
15
51
48
47
49
53
52
42
30
14
54
66
50
14
19
12
46
35
48
41
45
62
58
5
16
56
39
24
39
55
17
15
35
22
46
46
34
41
49
46
51
39
47
16
14
36
36
38
49
30
49
30
30
18
42
35
50
43
30
41
42
24
39
47
44
42
48
28
36
14
48
31
32
38
34
14
37
26
52
40
47
25
16
37
49
49
30
32
48
48
52
30
28
50
15
38
22
51
32
49
54
52
49
36
14
17
56
49
17
47
38
47
47
55
11
56
46
13
38
30
40
27
49
21
51
37
47
38
17
43
25
21
32
44
12
18
53
34
45
54
28
24
46
38
47
49
25
27
39
30
51
51
42
35
36
28
34
16
29
49
47
16
38
11
10
18
48
11
45
43
20
62
15
25
13
26
13
21
19
12
34
47
44
15
55
26
23
30
23
23
28
22
17
28
25
32
30
28
22
28
19
6
22
28
23
27
20
25
30
31
26
23
30
26
26
31
19
36
10
27
24
10
31
22
27
48
56
58
54
36
33
47
29
56
52
38
36
34
23
50
68
58
83
20
27
48
62
63
50
41
54
42
70
58
65
62
51
20
65
59
56
49
65
62
33
43
48
44
56
40
29
26
40
56
47
59
54
16
53
48
54
56
7
54
42
17
53
65
34
10
17
50
23
21
38
60
33
42
62
58
38
21
61
31
61
28
40
21
38
26
19
19
48
58
43
55
63
60
16
35
46
51
36
61
67
57
38
66
49
66
59
68
46
40
41
51
57
62
55
54
50
44
22
56
39
30
33
29
71
5
23
54
17
58
27
35
74
64
24
37
61
54
33
58
6
30
23
63
9
36
43
35
57
26
42
21
26
15
48
61
54
59
62
53
9
43
23
24
33
39
24
29
23
36
22
25
20
22
24
31
47
36
42
13
19
59
37
58
46
63
62
59
60
56
49
22
39
54
40
51
43
60
30
25
50
49
46
40
51
47
63
60
3
42
58
52
61
42
52
33
23
41
44
60
53
81
72
70
60
26
40
54
43
26
21
18
36
17
21
35
16
52
48
48
62
72
65
21
61
15
13
47
63
69
55
34
63
15
37
34
56
62
64
36
64
47
56
50
40
35
42
39
50
27
59
21
21
18
19
46
50
37
51
52
43
51
20
41
44
29
47
21
48
55
31
46
34
37
19
49
57
47
25
39
42
47
53
60
35
46
20
42
55
51
54
74
46
42
62
13
46
34
24
67
55
23
16
41
34
54
60
53
63
66
65
66
65
51
61
48
18
18
52
64
15
27
40
26
50
67
54
61
40
28
22
16
56
16
48
6
21
56
34
24
45
60
51
58
28
28
12
56
28
19
35
38
40
52
53
45
31
37
33
25
48
9
61
67
58
37
60
60
60
63
66
47
71
68
45
37
74
40
26
65
64
67
44
32
59
53
66
21
49
23
57
64
52
48
79
63
74
40
53
40
45
41
17
36
47
62
38
24
60
50
40
60
45
47
49
24
43
63
53
25
28
59
58
64
20
35
58
66
54
17
8
68
20
31
31
64
26
48
38
66
68
35
42
47
45
33
29
22
42
65
9
25
36
41
57
54
51
22
77
39
